"isg_osm_id","conn_isg_osm_id","cur_fc","conn_fc","highway_id","conn_highway_id","countyid","conn_countyid","region","conn_region","roadwaytype_id","conn_roadwaytype_id","conn_count","conn_ncc_pcc","cur_lanes","conn_lanes","cur_maxspeed","conn_maxspeed","cur_final_place","conn_final_place","volume","conn_volume","conn_tag"
21085296003,21085815001,1,1,2,2,34,34,5,5,16,16,2,1,1,1,45,45,town,town,435,116,next
1001334876001,1001334875001,1,1,1,1,83,83,11,11,10,10,2,1,4,3,50,50,city,city,2956,2165,next
20178541001,139603051001,2,2,4,3,94,94,10,10,16,10,1,2,1,3,25,55,locality,locality,640,2621,prev
93815071001,93815071002,1,1,1,1,85,85,7,7,10,10,2,1,2,2,65,65,town,town,458,-1,next
126358425001,126358425002,2,2,3,3,94,94,10,10,10,10,2,1,2,2,55,55,locality,locality,1296,1613,next
278707981001,46114491001,1,1,1,2,84,84,11,11,10,16,2,1,3,1,40,40,neighbourhood,city,4030,282,next
38575998005,38575998006,1,1,1,1,40,40,6,6,10,10,2,1,2,2,65,65,town,town,178,236,next
87096093001,87096093002,1,1,1,1,92,92,10,10,10,10,2,1,3,3,55,55,town,locality,439,166,next
61135013002,24117294001,1,1,1,2,92,92,10,10,10,16,2,1,3,1,55,25,town,town,7338,1242,next
757341627001,757341626001,1,1,1,1,89,89,11,11,10,10,2,1,4,3,50,50,city,city,4706,3965,next
44075306001,593429256001,1,1,1,1,42,42,4,4,10,10,2,1,4,3,40,40,city,city,3966,2680,next
122633493001,46420896001,1,1,1,1,83,83,11,11,12,12,1,2,2,3,50,50,city,city,3287,4360,prev
345094114001,45409658001,1,1,1,1,52,52,3,3,10,10,1,2,2,2,55,55,town,city,1092,1214,prev
220440066009,220440066008,3,3,5,5,83,83,11,11,10,10,1,2,2,2,25,25,city,city,790,-1,prev
20133393001,51804107001,1,1,2,2,60,60,2,2,16,16,1,2,1,1,25,25,city,city,665,977,prev
48203562002,12721024001,3,3,5,6,57,57,9,9,10,16,2,1,2,1,30,25,village,village,835,-1,next
183535206001,998183535209001,3,3,5,5,87,87,8,8,10,1,2,1,1,1,40,50,town,town,589,-1,next
992722069001,182594805001,1,1,1,2,83,83,11,11,10,16,2,1,4,1,50,25,city,city,3525,-1,next
489669423001,225980756001,3,3,5,5,89,89,11,11,10,10,2,1,3,3,25,25,city,city,674,141,next
20174257001,20174257002,1,1,2,2,66,66,9,9,16,16,2,1,1,1,45,45,town,town,163,-1,next
420346018002,420346018001,3,3,5,5,83,83,11,11,10,10,1,2,3,3,25,25,city,city,436,-1,prev
37091224001,323059560002,1,1,2,1,70,70,2,2,16,13,1,2,1,3,25,65,town,town,153,-1,prev
46688421002,5696022001,3,1,5,2,89,89,11,11,10,16,3,1,3,1,25,25,city,city,3311,1170,next
999195743203003,999195743203002,3,3,5,5,84,84,11,11,1,1,2,1,2,2,25,25,neighbourhood,neighbourhood,786,-1,next
37181902002,20093256001,1,1,2,2,65,65,2,2,19,19,2,1,1,1,25,25,town,town,116,41,next
998849485622001,99820068880003,3,3,5,5,85,85,7,7,1,1,1,2,2,2,55,55,town,town,130,-1,prev
903238384002,831289842001,3,3,5,5,83,83,11,11,10,10,2,1,3,3,25,25,city,city,1538,-1,next
46110588001,963948845001,1,1,2,1,84,84,11,11,16,10,1,2,2,4,45,40,neighbourhood,neighbourhood,577,5454,prev
318160512001,20119257002,1,1,2,2,55,55,3,3,16,16,1,2,1,2,45,45,town,town,59,-1,prev
226015267001,569266474001,3,3,5,5,84,84,11,11,10,10,1,2,4,5,25,25,neighbourhood,neighbourhood,1318,-1,prev
87105730002,24116842001,1,1,1,2,92,92,10,10,10,16,2,1,3,1,55,40,town,town,2205,162,next
674263465001,20110433001,1,1,1,2,42,42,4,4,10,16,2,1,2,1,55,55,town,town,1400,1020,next
209296460001,9991051370502001,2,2,3,3,92,92,10,10,10,1,2,1,2,2,55,55,town,village,1169,-1,next
1018280474001,524354531001,1,1,1,1,78,78,11,11,10,10,2,1,2,2,50,50,city,city,2760,-1,next
432550259002,25562077001,2,1,3,2,84,84,11,11,12,18,2,1,2,2,30,30,neighbourhood,neighbourhood,3732,2251,next
37090752001,405192016001,1,1,1,2,76,76,1,1,13,19,2,1,3,1,65,40,town,town,1272,627,next
962631300001,987686553001,1,1,1,1,83,83,11,11,12,12,2,1,3,3,50,50,city,city,3725,3255,next
20179024001,32215673002,1,1,2,1,94,94,10,10,16,10,1,2,1,2,25,55,locality,locality,457,3281,prev
420885952001,551736224001,3,3,5,6,83,83,11,11,10,16,2,1,3,1,25,25,city,city,774,79,next
43319800001,110078529003,1,1,2,1,86,86,8,8,16,10,1,2,1,2,25,55,town,town,79,-1,prev
100223136001,175473444001,1,1,2,2,77,77,1,1,16,16,1,2,1,2,55,55,town,town,717,2232,prev
157327132001,157327132002,1,1,1,1,55,55,3,3,10,10,2,1,3,3,65,65,town,town,1510,1508,next
38763642002,38764935001,1,1,1,1,71,71,8,8,10,13,2,1,2,2,65,55,locality,locality,2459,1684,next
24113264001,784468398002,1,1,2,1,92,92,10,10,16,10,1,2,2,4,25,55,village,town,1934,6923,prev
97858776001,637150177001,1,1,1,2,35,35,5,5,10,16,2,1,2,1,65,55,town,town,877,-1,next
1002891481001,5709318001,1,1,2,2,83,83,11,11,16,16,2,1,3,1,25,25,city,city,936,-1,next
40420876001,40420876002,1,1,1,1,43,43,6,6,10,10,2,1,2,2,65,65,town,town,893,867,next
38742432001,605484898001,1,1,1,2,42,42,4,4,10,16,2,1,3,1,55,40,town,town,4239,-1,next
61135013010,61135013009,1,1,1,1,92,92,10,10,10,10,1,2,3,3,55,55,town,town,5071,5445,prev
998420885183001,989796140001,3,3,5,5,89,89,11,11,1,10,1,2,1,2,25,25,city,city,1118,-1,prev
20110359001,44075306001,1,1,2,1,42,42,4,4,16,10,1,2,1,4,40,40,city,city,1295,3966,prev
315119097001,315119100001,1,1,1,1,80,80,1,1,10,10,2,1,4,3,65,65,town,town,1170,712,next
24118395001,1046314461001,1,1,2,1,92,92,10,10,16,10,1,2,1,4,25,55,town,town,390,4965,prev
420571185002,420571185001,3,3,5,5,82,82,11,11,10,10,1,2,5,5,25,25,city,city,930,1052,prev
24114551001,87092941001,1,1,2,1,92,92,10,10,16,10,1,2,1,3,55,55,town,town,1014,2241,prev
1027034684001,8095056001,1,1,1,2,78,78,11,11,10,16,2,1,2,1,30,30,city,city,1421,701,next
322742400001,322742379001,1,1,1,1,50,50,3,3,13,13,1,2,2,3,65,65,town,town,1046,1134,prev
958145356001,23171433001,1,1,1,2,89,89,11,11,12,18,2,1,4,1,50,25,city,city,2904,403,next
1028831674001,589056538002,1,1,2,1,94,94,10,10,16,10,1,2,1,4,55,55,locality,locality,249,-1,prev
5695922001,960040455001,1,1,2,1,89,89,11,11,16,10,1,2,1,3,25,50,city,city,577,-1,prev
92031220002,92031220003,1,1,1,1,94,94,10,10,10,10,2,1,4,4,55,55,locality,locality,4744,4231,next
20183914001,32212837002,1,2,2,3,94,94,10,10,16,10,1,2,1,2,40,45,locality,locality,1074,-1,prev
999669255465002,999669255465001,3,3,5,5,77,77,1,1,1,1,2,1,1,1,30,30,city,city,131,-1,next
89946101002,89946101003,1,1,1,1,34,34,5,5,10,10,2,1,2,2,65,65,town,town,1502,-1,next
139306755001,126358421001,2,2,3,4,94,94,10,10,10,16,2,1,2,1,40,40,locality,locality,1442,-1,next
518890279001,669392552001,3,3,5,6,81,81,1,1,10,16,2,1,2,1,45,40,town,town,972,-1,next
420385126003,574334387001,3,3,5,6,92,92,10,10,10,16,2,1,3,1,40,40,town,town,1352,-1,next
516502969001,516502969002,1,1,1,1,92,92,10,10,10,10,2,1,3,3,55,55,town,town,4778,4391,next
38031123002,38031123001,1,1,1,1,92,92,10,10,10,10,1,2,3,3,55,55,town,town,1021,1386,prev
999839527817001,42488837001,1,1,2,2,90,90,8,8,6,16,1,2,1,1,15,15,town,town,17,-1,prev
21087530001,21087530002,1,1,1,1,34,34,5,5,10,10,2,1,3,3,55,55,town,town,4137,-1,next
296188520001,20122456001,1,1,2,2,55,55,3,3,19,16,2,1,1,1,25,45,town,town,622,-1,next
998954881974001,998222367199001,3,3,5,5,89,89,11,11,1,1,1,2,2,2,25,25,city,city,886,-1,prev
26769087001,5714826001,1,1,1,2,35,35,5,5,10,18,2,1,2,1,55,45,city,city,1133,165,next
20133760001,20132622001,2,2,4,4,60,60,2,2,16,16,2,1,1,1,25,25,town,town,63,-1,next
957890671001,957890670001,1,1,1,1,82,82,11,11,10,10,2,1,4,3,45,45,city,city,3984,-1,next
604844408001,20121521001,2,1,3,2,55,55,3,3,10,16,2,1,2,1,55,25,town,town,244,-1,next
5710182001,673647614001,1,1,2,2,83,83,11,11,16,16,2,1,1,1,25,25,city,city,726,-1,next
43315064001,720091801001,1,1,1,1,87,87,8,8,12,10,2,1,4,3,55,55,town,city,6283,-1,next
98245469001,68519520001,1,1,1,1,77,77,1,1,10,10,1,2,2,3,55,55,city,city,2416,3338,prev
183103736001,38099997001,1,1,2,2,82,82,11,11,19,19,1,2,1,2,25,25,city,city,291,-1,prev
40943964001,275125477001,3,3,5,6,83,83,11,11,10,16,2,1,2,1,25,25,city,city,524,-1,next
99985441393003,99985441393002,2,2,3,3,35,35,5,5,1,1,2,1,2,2,55,55,city,city,441,-1,next
995579868003,995579868002,3,3,5,5,82,82,11,11,10,10,1,2,3,3,25,25,city,city,509,583,prev
1046172113001,87212611001,1,1,1,2,92,92,10,10,10,16,2,1,4,1,55,25,town,town,6335,95,next
379089123001,38653873002,1,1,2,1,41,41,4,4,16,10,1,2,1,2,55,65,town,town,72,470,prev
220100976001,5705906001,3,3,5,5,83,83,11,11,13,10,1,2,2,3,25,25,city,city,1448,-1,prev
1042639757001,91536523001,1,1,1,1,92,92,10,10,10,10,2,1,5,4,55,55,locality,locality,6510,-1,next
32115831001,158613775002,1,1,2,1,94,94,10,10,16,10,1,2,1,2,25,55,locality,locality,195,-1,prev
172918291001,172918293001,1,1,1,1,33,33,5,5,12,10,2,1,2,2,65,65,town,town,351,290,next
608312329001,12721621001,1,1,1,1,57,57,9,9,10,10,2,1,4,2,55,55,town,town,1139,-1,next
24554409001,24554409002,3,3,5,5,35,35,5,5,10,10,2,1,2,2,55,55,town,town,608,-1,next
248920767002,248920767001,1,1,1,1,76,76,1,1,10,10,1,2,2,2,55,55,hamlet,hamlet,1746,1949,prev
164773488005,183801021001,1,1,1,2,94,94,10,10,10,16,2,1,3,1,55,25,locality,locality,2262,-1,next
46892669001,5700097001,3,2,5,4,83,83,11,11,10,16,2,1,4,1,25,25,city,city,2259,-1,next
321177951001,321177941001,1,1,1,1,55,55,3,3,10,10,1,2,3,3,65,65,town,town,783,1204,prev
89948593001,16494293001,1,1,1,2,87,87,8,8,10,16,2,1,3,1,55,25,town,town,2066,751,next
1010884495001,1010884496001,1,1,1,1,83,83,11,11,10,10,1,2,3,4,50,50,city,city,2704,3052,prev
105425773001,80395485001,3,3,5,6,34,34,5,5,10,16,2,1,2,1,45,45,town,town,1924,564,next
156647844003,156647844002,1,1,1,1,36,36,5,5,10,10,1,2,2,2,65,65,town,town,272,324,prev
122738268001,8948920001,1,1,1,1,89,89,11,11,10,10,1,2,2,3,50,50,city,city,2765,3649,prev
248258681002,248258681003,1,1,1,1,78,78,11,11,10,10,2,1,2,2,50,50,city,city,1182,808,next
378904843001,38651229002,1,1,2,1,33,33,5,5,16,10,1,2,1,2,55,65,town,town,126,406,prev
23464881001,48622960001,1,1,2,1,87,87,8,8,16,10,1,2,1,3,25,55,town,town,945,-1,prev
5700385001,25493635001,1,1,2,2,83,83,11,11,16,18,1,2,2,3,25,25,city,city,880,3515,prev
45801681001,123617859001,1,1,1,2,42,42,4,4,10,16,2,1,2,1,55,25,town,town,325,56,next
20664201001,188167327004,1,1,2,1,71,71,8,8,16,10,1,2,1,2,25,65,town,town,475,-1,prev
32070940007,32071161001,2,2,3,4,94,94,10,10,10,16,2,1,2,1,55,40,village,village,1128,293,next
20115644001,38678425003,1,1,2,1,42,42,4,4,16,10,1,2,1,3,55,55,town,town,1478,-1,prev
987681466001,25430107001,1,1,1,2,83,83,11,11,12,16,2,1,4,1,50,25,city,city,2913,470,next
32813888001,25832750003,1,1,2,1,34,34,5,5,16,10,1,2,1,2,55,55,locality,locality,450,-1,prev
538905031001,46130057001,1,1,2,2,89,89,11,11,16,16,2,1,1,1,25,25,city,city,1119,394,next
234082352002,234082352001,3,3,5,5,68,68,8,8,10,10,1,2,2,2,30,30,city,city,311,389,prev
96704264001,321188488001,1,1,1,1,55,55,3,3,10,10,2,1,3,2,65,65,town,town,1197,-1,next
959786522001,959786521001,1,1,1,1,89,89,11,11,10,10,1,2,3,4,50,50,city,city,3070,3417,prev
999139260205001,999385011589001,3,3,5,5,80,80,1,1,1,1,2,1,1,1,55,55,town,town,270,-1,next
31754891001,999425493820001,1,1,2,2,79,79,8,8,16,6,2,1,1,1,25,25,town,town,235,-1,next
999194108910001,157328380001,3,3,5,6,55,55,3,3,1,16,2,1,2,1,30,25,city,city,163,-1,next
20182776001,31118083001,1,1,2,1,94,94,10,10,16,10,1,2,1,2,25,55,locality,locality,7,-1,prev
38938664003,38938664002,1,1,1,1,92,92,10,10,10,10,1,2,3,3,55,55,town,town,4796,-1,prev
666342327002,13009445001,1,1,1,2,49,49,6,6,10,16,2,1,2,1,65,45,town,town,603,36,next
999420399103001,999756871220001,3,3,5,5,92,92,10,10,1,1,2,1,2,2,30,30,village,village,638,-1,next
24141039001,379240309001,1,1,2,2,86,86,8,8,16,16,2,1,1,1,25,25,town,town,210,-1,next
123617780001,123617783001,1,1,1,1,42,42,4,4,10,10,2,1,4,2,55,55,town,town,2226,827,next
55469021003,55469021002,1,1,1,1,77,77,1,1,10,10,1,2,3,3,55,55,city,city,4192,-1,prev
20129892001,676684089001,1,1,2,1,60,60,2,2,16,10,1,2,1,2,25,55,city,city,181,1142,prev
24118386001,32132697001,1,1,2,1,92,92,10,10,16,10,1,2,1,3,55,55,village,village,253,-1,prev
987645390001,181069564001,1,1,1,2,82,82,11,11,10,16,2,1,4,1,45,45,city,city,4502,-1,next
24118453001,61135013011,1,1,2,1,92,92,10,10,16,10,1,2,1,3,45,55,town,town,961,5179,prev
518890279001,682700136001,3,3,5,5,81,81,1,1,10,10,2,1,2,3,45,45,town,town,972,-1,next
432550169001,432550168001,1,1,1,1,84,84,11,11,10,10,1,2,3,3,40,40,neighbourhood,city,4375,-1,prev
68668545001,8119502001,1,1,2,2,89,89,11,11,16,16,2,1,2,1,25,25,city,city,1089,-1,next
20131923001,498695131001,1,3,2,5,60,60,2,2,16,10,1,2,1,2,25,55,city,city,162,-1,prev
25430129001,960086280001,1,1,1,1,83,83,11,11,12,12,2,1,4,3,50,50,city,city,4230,3601,next
40944001001,539251301001,1,1,2,2,83,83,11,11,18,18,2,1,1,1,25,25,city,city,2067,1702,next
5566785002,5566785001,1,1,2,2,77,77,1,1,16,16,1,2,1,1,25,25,hamlet,town,683,-1,prev
38536794003,38536794004,1,1,1,1,64,64,9,9,10,10,2,1,2,2,65,65,city,city,527,-1,next
12277792001,672127497002,3,3,6,5,34,34,5,5,16,10,1,2,1,2,40,45,town,town,26,-1,prev
977112794001,122660457001,1,1,1,2,92,83,10,11,10,16,2,1,4,2,55,55,locality,locality,4426,3276,next
994844658001,994844657001,1,1,1,1,83,83,11,11,10,10,2,1,4,3,50,50,city,city,5056,4856,next
28142294003,28142294004,1,1,1,1,34,34,5,5,10,10,2,1,2,2,65,65,town,town,945,-1,next
24118262001,87105397001,1,1,2,1,92,92,10,10,16,10,1,2,1,3,25,55,locality,locality,39,1758,prev
957809227001,957809228001,1,1,1,1,83,83,11,11,10,10,2,1,3,2,50,50,city,city,1887,1791,next
542167664001,682414546001,3,3,5,5,82,82,11,11,10,10,1,2,3,2,25,25,city,city,1095,-1,prev
37778278001,676684090001,1,1,1,1,60,60,2,2,12,10,1,2,2,2,55,55,city,city,1080,1153,prev
322291121001,322291136001,1,1,1,1,53,53,3,3,10,10,2,1,2,2,65,65,town,town,585,495,next
5669572001,46240250001,1,1,2,1,84,84,11,11,19,10,1,2,1,4,45,40,neighbourhood,neighbourhood,180,-1,prev
990260200001,32135109001,1,1,1,2,83,83,11,11,10,16,2,1,3,2,50,25,city,city,4754,1719,next
30423512001,32132675001,1,1,1,1,92,92,10,10,12,10,2,1,3,3,55,55,village,village,1634,1291,next
99920120391003,139260230002,3,3,5,5,70,70,2,2,1,10,1,2,1,1,55,55,town,town,114,-1,prev
587038005001,183103721001,1,1,1,2,83,83,11,11,10,16,2,1,4,1,50,25,city,city,5046,430,next
380128185001,380128185002,1,1,1,1,53,53,3,3,10,10,2,1,2,2,65,65,town,town,754,721,next
999420319045001,9995705122017,3,3,5,5,83,83,11,11,1,1,2,1,1,1,25,25,city,city,630,-1,next
123617813001,123617813002,1,1,1,1,42,42,4,4,10,10,2,1,2,2,65,65,town,town,976,616,next
86576908003,24368047001,1,1,1,2,34,34,5,5,10,16,2,1,3,1,55,45,town,town,3370,-1,next
24141711001,44636599001,1,1,2,1,86,86,8,8,16,10,1,2,1,2,25,55,city,city,121,-1,prev
421834885001,421834888001,3,3,5,6,89,89,11,11,10,16,2,1,3,1,25,25,city,city,1032,-1,next
46594833001,40350086001,2,2,3,3,89,89,11,11,10,12,1,2,3,3,30,30,city,city,1094,1401,prev
5695753001,961849857001,1,1,2,1,89,89,11,11,16,10,1,2,1,4,25,50,city,city,285,2724,prev
9995707854001,5706588001,3,2,5,3,83,83,11,11,1,10,4,1,1,2,25,35,city,city,983,-1,next
46266768001,46266768002,3,3,5,5,71,71,8,8,10,10,2,1,2,2,55,55,locality,locality,468,-1,next
31548957002,99944941918005,3,3,5,5,87,87,8,8,10,1,2,1,1,1,40,40,town,town,1320,-1,next
420888154001,46166213001,1,1,2,2,84,84,11,11,19,19,2,1,1,1,25,25,neighbourhood,neighbourhood,12,10,next
139306730004,139306730005,1,1,1,1,94,94,10,10,10,10,2,1,2,2,55,55,locality,locality,3448,-1,next
35591439001,141906164001,1,1,2,2,77,77,1,1,16,16,2,1,3,1,45,45,city,city,3569,932,next
140611565002,5642114001,1,1,1,2,76,76,1,1,13,19,2,1,2,2,65,40,town,town,1027,1245,next
37779896002,37779896003,1,1,1,1,60,60,2,2,13,13,2,1,2,2,65,65,town,town,1136,-1,next
39352196003,39352196002,1,1,1,1,42,42,4,4,10,10,1,2,2,2,55,55,village,village,983,1478,prev
178545651001,24679860001,3,2,5,3,35,35,5,5,10,10,1,2,2,2,40,55,city,city,87,540,prev
38576005003,38576005004,1,1,1,1,40,40,6,6,10,10,2,1,2,2,65,65,town,town,161,158,next
337666314001,257797249001,1,1,2,2,94,94,10,10,16,16,2,1,2,1,35,55,locality,locality,912,-1,next
564138513001,46673984002,1,1,2,1,42,42,4,4,16,10,1,2,1,3,25,55,town,town,502,2203,prev
99852910483001,183385300001,3,1,5,2,42,42,4,4,3,16,2,1,1,1,40,45,town,town,538,-1,next
42698174001,589101536001,3,3,5,5,94,94,10,10,10,10,2,1,2,1,45,45,locality,locality,452,-1,next
999142660004001,999138100325001,3,3,5,5,77,77,1,1,1,1,1,2,2,3,40,40,village,village,1084,-1,prev
38716462001,38716462002,1,1,1,1,42,42,4,4,10,10,2,1,3,3,55,55,town,town,4133,3802,next
20043355001,38624657002,1,1,2,1,33,33,5,5,16,10,1,2,1,2,55,65,town,town,177,-1,prev
636839734001,998636839468001,1,1,2,2,52,52,3,3,16,6,2,1,1,1,25,25,village,village,40,-1,next
20249972002,20249972003,1,1,1,1,94,94,10,10,10,10,2,1,3,3,55,55,locality,locality,3471,2327,next
727148951001,963873327001,1,1,1,1,89,89,11,11,10,10,2,1,4,3,50,50,city,city,2055,1483,next
163891026002,163891026001,1,1,1,1,60,60,2,2,10,10,1,2,2,2,55,55,city,city,717,919,prev
492443045001,492443044001,1,2,1,3,94,94,10,10,10,10,2,1,2,2,30,55,locality,locality,24,-1,next
957866219001,957866220001,1,1,1,1,83,83,11,11,10,10,2,1,4,3,50,50,city,city,3671,3718,next
46841060001,942565196001,1,1,2,1,82,82,11,11,16,10,1,2,1,3,45,45,city,city,206,-1,prev
763311949005,24115427001,1,1,1,2,92,92,10,10,10,16,2,1,2,1,55,25,town,locality,1810,131,next
23465721001,121197902001,1,1,2,1,87,87,8,8,18,12,1,2,1,3,45,55,city,city,621,-1,prev
30037956011,30037956010,1,1,1,1,92,92,10,10,10,10,1,2,3,3,55,55,locality,locality,4315,6255,prev
900011075001,20111062001,1,1,1,2,42,42,4,4,10,16,2,1,3,1,55,40,town,town,5182,309,next
990256877001,32134225001,1,1,1,2,83,92,11,10,10,16,2,1,3,2,50,25,city,city,3514,2028,next
92031215001,92031215002,2,2,3,3,94,94,10,10,10,10,2,1,3,3,55,55,locality,locality,3113,1505,next
379843699001,46518732001,3,3,5,5,84,84,11,11,10,10,1,2,2,3,25,25,neighbourhood,neighbourhood,487,-1,prev
244459664005,23465136001,1,1,1,2,87,87,8,8,10,16,2,1,3,1,65,40,town,town,5355,-1,next
946867809001,198924514001,3,3,5,5,83,83,11,11,10,10,2,1,2,3,25,25,city,city,598,-1,next
5695895001,46626566001,1,1,2,1,89,89,11,11,16,12,1,2,1,3,25,50,city,city,1163,-1,prev
110155729001,545291578001,1,3,2,5,82,82,11,11,16,10,1,2,1,2,25,25,city,city,657,1177,prev
247570668001,105014762001,1,1,1,2,77,77,1,1,10,16,2,1,3,1,55,40,town,city,4476,275,next
20093256001,37181902002,1,1,2,2,65,65,2,2,19,19,1,2,1,1,25,25,town,town,41,116,prev
20110999001,366690809002,1,1,2,1,42,42,4,4,16,10,1,2,1,3,45,65,town,town,611,-1,prev
24679480001,776620426001,2,2,4,4,35,35,5,5,16,16,2,1,1,1,25,25,city,city,453,43,next
20084166001,38240211001,3,3,6,5,74,74,1,1,16,10,1,2,1,2,25,55,hamlet,hamlet,233,-1,prev
999111779459003,999111779459002,3,3,5,5,37,37,4,4,1,1,2,1,1,1,30,30,village,village,106,-1,next
99844034508001,998480180049001,2,2,3,3,63,63,9,9,1,1,2,1,1,1,55,30,town,village,114,-1,next
950287641001,220462177001,1,1,1,1,89,89,11,11,10,10,2,1,5,3,50,50,city,city,4126,3719,next
558589484001,5673920001,1,1,1,2,82,82,11,11,10,16,2,1,3,1,45,40,city,city,4236,788,next
20644947001,323059469001,1,1,2,1,39,39,4,4,19,13,1,2,1,3,45,65,town,town,152,-1,prev
40116066001,20178753001,1,1,1,2,66,66,9,9,10,16,2,1,2,1,65,55,village,town,691,-1,next
163891028001,958983766001,1,1,1,2,60,60,2,2,10,16,2,1,2,1,55,40,city,city,336,-1,next
624363302001,624363302002,3,3,5,5,94,94,10,10,10,10,2,1,2,2,40,40,locality,locality,498,-1,next
1001329571001,38902147001,1,1,1,2,83,83,11,11,10,16,2,1,4,1,50,25,city,city,4712,684,next
91536505002,91536505003,1,1,1,1,92,92,10,10,10,10,2,1,4,4,55,55,locality,town,6784,5836,next
26596665003,49357936001,3,3,5,6,42,42,4,4,10,16,2,1,4,1,40,40,town,town,1161,-1,next
432550259002,46116316001,2,2,3,3,84,84,11,11,12,12,2,1,2,2,30,30,neighbourhood,neighbourhood,3732,1481,next
38742432004,605501991001,1,1,1,2,42,42,4,4,10,16,2,1,3,2,55,55,town,town,5935,2492,next
5709744001,5709744002,3,3,5,5,83,83,11,11,12,12,2,1,3,3,30,30,city,city,2095,1598,next
998139324080013,998139324080014,3,3,5,5,58,58,2,2,1,1,2,1,1,1,55,55,town,town,207,-1,next
1001322976001,5709074001,1,1,1,2,83,83,11,11,10,16,2,1,3,1,50,25,city,city,3707,416,next
